,x
4709,0.802588945
4710,0.783003601
4711,0.769031986
4712,0.758611587
4713,0.75040238
4714,0.74361723
4715,0.737780463
4716,0.732563004
4717,0.727704463
4718,0.723017407
4719,0.718487013
4720,0.714493497
4721,0.712151904
4722,0.713602935
4723,0.721771842
4724,0.739027693
4725,0.765161627
4726,0.796606246
4727,0.82800511
4728,0.854450785
4729,0.872372772
4730,0.879094854
4731,0.872107931
4732,0.848782935
4733,0.806792459
4734,0.745208361
4735,0.665835089
4736,0.573878384
4737,0.47712923
4738,0.383838921
4739,0.300558423
4740,0.231187346
4741,0.17746398
4742,0.140321803
4743,0.121457042
4744,0.124611835
4745,0.155848545
4746,0.221455606
4747,0.322533841
4748,0.449182937
4749,0.581597574
4750,0.699946633
4751,0.793513712
4752,0.861451483
4753,0.908249831
4754,0.93956346
4755,0.960226646
4756,0.973792517
4757,0.982694989
4758,0.98854741
4759,0.99240462
4760,0.994953596
4761,0.996642136
4762,0.999992456
4763,0.999983671
4764,0.999964656
4765,0.999923512
4766,0.999834522
4767,0.999642231
4768,0.999227526
4769,0.998336641
4770,0.996437943
4771,0.992455419
4772,0.984361132
4773,0.968866585
4774,0.94219487
4775,0.903351134
4776,0.857972739
4777,0.815894941
4778,0.783429545
4779,0.760819345
4780,0.745464658
4781,0.734794437
4782,0.727095202
4783,0.721377521
4784,0.717084521
4785,0.713882368
4786,0.711555529
4787,0.709992751
4788,0.709262155
4789,0.709784633
4790,0.712584773
4791,0.719466875
4792,0.732719321
4793,0.753916288
4794,0.782237328
4795,0.813972073
4796,0.844084263
4797,0.868210807
4798,0.883283567
4799,0.886930482
4800,0.876717309
4801,0.849917447
4802,0.804061418
4803,0.738225795
4804,0.654547507
4805,0.558897127
4806,0.459788622
4807,0.365867624
4808,0.283569865
4809,0.216303879
4810,0.165213038
4811,0.130740821
4812,0.114295974
4813,0.119585914
4814,0.152943141
4815,0.221183262
4816,0.325775628
4817,0.456333941
4818,0.591728919
4819,0.711125001
4820,0.803928625
4821,0.870108267
4822,0.914924115
4823,0.944464334
4824,0.963713635
4825,0.976223223
4826,0.984366777
4827,0.989687042
4828,0.993176872
4829,0.995474793
4830,0.996992928
4831,0.999992804
4832,0.999984423
4833,0.999966283
4834,0.999927029
4835,0.999842116
4836,0.999658583
4837,0.999262526
4838,0.998410657
4839,0.996590623
4840,0.992754423
4841,0.984884071
4842,0.969557948
4843,0.942412603
4844,0.901232653
4845,0.850841198
4846,0.80232413
4847,0.764338655
4848,0.738286108
4849,0.721381004
4850,0.71046811
4851,0.703368381
4852,0.698823849
4853,0.696151953
4854,0.694980576
4855,0.695109285
4856,0.696474589
4857,0.699203683
4858,0.703750069
4859,0.711076619
4860,0.72274043
4861,0.74054307
4862,0.765420748
4863,0.79601532
4864,0.828421103
4865,0.857792645
4866,0.880188451
4867,0.892970131
4868,0.894043643
4869,0.881049509
4870,0.851170981
4871,0.801799465
4872,0.732012466
4873,0.644275417
4874,0.545122761
4875,0.443783571
4876,0.349276099
4877,0.267900275
4878,0.202575733
4879,0.153878178
4880,0.121796108
4881,0.107472134
4882,0.11457294
4883,0.149673569
4884,0.220109502
4885,0.327790666
4886,0.461975818
4887,0.600283418
4888,0.720839884
4889,0.813098714
4890,0.877775107
4891,0.920850836
4892,0.948821849
4893,0.966816247
4894,0.978387045
4895,0.985855587
4896,0.990702275
4897,0.993865023
4898,0.995939343
4899,0.997305659
4900,0.999993135
4901,0.999985139
4902,0.999967834
4903,0.999930383
4904,0.999849362
4905,0.999674199
4906,0.999296015
4907,0.99848177
4908,0.996738597
4909,0.99304962
4910,0.985422203
4911,0.970353328
4912,0.942996904
4913,0.899943243
4914,0.8448765
4915,0.789749748
4916,0.745753189
4917,0.715861798
4918,0.697248573
4919,0.686114008
4920,0.679719925
4921,0.676471258
4922,0.675515362
4923,0.676410203
4924,0.67894323
4925,0.683072073
4926,0.688957955
4927,0.697071465
4928,0.708325444
4929,0.724093842
4930,0.745822049
4931,0.773974643
4932,0.806773071
4933,0.840109314
4934,0.869212957
4935,0.890427997
4936,0.901456762
4937,0.900449297
4938,0.885120071
4939,0.852571154
4940,0.800057365
4941,0.726647568
4942,0.635120473
4943,0.532662162
4944,0.429205568
4945,0.334127353
4946,0.253584341
4947,0.190020046
4948,0.14347302
4949,0.113508932
4950,0.10102055
4951,0.109623025
4952,0.146100527
4953,0.218292427
4954,0.32861803
4955,0.466128117
4956,0.607281225
4957,0.729129274
4958,0.821078924
4959,0.884512587
4960,0.926085908
4961,0.952682085
4962,0.969569811
4963,0.980309834
4964,0.987179764
4965,0.991605874
4966,0.994477838
4967,0.996353213
4968,0.997584367
4969,0.999993451
4970,0.999985823
4971,0.999969313
4972,0.999933583
4973,0.999856276
4974,0.99968911
4975,0.999328046
4976,0.998550019
4977,0.996881614
4978,0.993339176
4979,0.985967362
4980,0.97122594
4981,0.943890624
4982,0.899439031
4983,0.840178615
4984,0.778478019
4985,0.72810577
4986,0.694024007
4987,0.673561403
4988,0.662237014
4989,0.656663403
4990,0.654840182
4991,0.65570182
4992,0.658707562
4993,0.663608884
4994,0.67036091
4995,0.679134945
4996,0.69039955
4997,0.705017083
4998,0.724219697
4999,0.749201067
5000,0.780111671
5001,0.814896414
5002,0.849284783
5003,0.878494681
5004,0.899018063
5005,0.908795291
5006,0.906176966
5007,0.888947861
5008,0.85413838
5009,0.798869006
5010,0.722185416
5011,0.627153784
5012,0.521588589
5013,0.416112211
5014,0.320452984
5015,0.240629705
5016,0.178631615
5017,0.133992783
5018,0.105885285
5019,0.09496411
5020,0.10477861
5021,0.142284287
5022,0.215799812
5023,0.328315697
5024,0.468832186
5025,0.612760208
5026,0.736041667
5027,0.827928001
5028,0.89038065
5029,0.930682484
5030,0.956087853
5031,0.972006684
5032,0.982015052
5033,0.988355863
5034,0.992409312
5035,0.995023176
5036,0.996721743
5037,0.99783266
5038,0.999993752
5039,0.999986475
5040,0.999970724
5041,0.999936635
5042,0.999862874
5043,0.999703348
5044,0.999358672
5045,0.998615455
5046,0.99701952
5047,0.993621714
5048,0.98651298
5049,0.972152522
5050,0.945036636
5051,0.89965017
5052,0.836783596
5053,0.768752646
5054,0.711800101
5055,0.673247598
5056,0.65082053
5057,0.639348028
5058,0.634712081
5059,0.634442195
5060,0.637220347
5061,0.642381841
5062,0.649622139
5063,0.658873846
5064,0.670296899
5065,0.684337981
5066,0.701800818
5067,0.723798495
5068,0.751349452
5069,0.784425793
5070,0.820848648
5071,0.856266774
5072,0.885840217
5073,0.906082428
5074,0.915059534
5075,0.911268205
5076,0.892554819
5077,0.855886994
5078,0.798253008
5079,0.71865699
5080,0.620417466
5081,0.51194378
5082,0.404530258
5083,0.308257115
5084,0.229021254
5085,0.168386987
5086,0.125417774
5087,0.09891849
5088,0.08931499
5089,0.100074337
5090,0.138282718
5091,0.212705597
5092,0.326956581
5093,0.470147615
5094,0.616772879
5095,0.741633556
5096,0.833706805
5097,0.895437714
5098,0.934690668
5099,0.959078713
5100,0.974156403
5101,0.983523946
5102,0.989398802
5103,0.993122894
5104,0.99550808
5105,0.997049713
5106,0.998053767
5107,0.999994039
5108,0.999987097
5109,0.99997207
5110,0.999939547
5111,0.99986917
5112,0.999716943
5113,0.999387945
5114,0.998678141
5115,0.997152242
5116,0.993896237
5117,0.987053899
5118,0.973113494
5119,0.946381179
5120,0.900490936
5121,0.834670109
5122,0.760743649
5123,0.697189238
5124,0.653982595
5125,0.629514317
5126,0.617946717
5127,0.614363872
5128,0.61576713
5129,0.620551151
5130,0.627906265
5131,0.637455828
5132,0.649093719
5133,0.662950306
5134,0.679431791
5135,0.699271207
5136,0.723471498
5137,0.752926202
5138,0.787535424
5139,0.825141737
5140,0.86142645
5141,0.891492482
5142,0.911771809
5143,0.92034015
5144,0.915774136
5145,0.895965763
5146,0.857826702
5147,0.798215068
5148,0.716072576
5149,0.614927442
5150,0.503741163
5151,0.394459493
5152,0.297520737
5153,0.218725504
5154,0.159248451
5155,0.117716758
5156,0.092591804
5157,0.084076275
5158,0.095537317
5159,0.134149795
5160,0.209086654
5161,0.324624493
5162,0.470148479
5163,0.619383314
5164,0.745967136
5165,0.83847687
5166,0.899739998
5167,0.938157327
5168,0.96169105
5169,0.976045843
5170,0.984855721
5171,0.990322003
5172,0.993755864
5173,0.995938854
5174,0.997341394
5175,0.998250571
5176,0.999994313
5177,0.99998769
5178,0.999973354
5179,0.999942325
5180,0.999875178
5181,0.999729921
5182,0.999415917
5183,0.998738149
5184,0.997279772
5185,0.99416206
5186,0.987586165
5187,0.974092786
5188,0.947875871
5189,0.901868678
5190,0.833770403
5191,0.754544384
5192,0.684559474
5193,0.636634956
5194,0.610100716
5195,0.598506113
5196,0.596088292
5197,0.599272259
5198,0.606136825
5199,0.615710961
5200,0.627533744
5201,0.641447854
5202,0.657539478
5203,0.676158356
5204,0.697953954
5205,0.723819098
5206,0.754550902
5207,0.790051873
5208,0.828310104
5209,0.865169757
5210,0.895724686
5211,0.916257292
5212,0.924740387
5213,0.919753332
5214,0.899208339
5215,0.859964285
5216,0.798750853
5217,0.714425238
5218,0.610677179
5219,0.496969901
5220,0.38587709
5221,0.288206184
5222,0.209694814
5223,0.151167745
5224,0.110850056
5225,0.086880864
5226,0.079243628
5227,0.0911877
5228,0.129934583
5229,0.205019989
5230,0.321410281
5231,0.468919639
5232,0.620664224
5233,0.749108263
5234,0.842299223
5235,0.903341019
5236,0.941126014
5237,0.963958181
5238,0.977699392
5239,0.986027699
5240,0.991137525
5241,0.994316508
5242,0.996321142
5243,0.997600608
5244,0.998425649
5245,0.999994575
5246,0.999988256
5247,0.999974579
5248,0.999944976
5249,0.999880912
5250,0.99974231
5251,0.999442638
5252,0.99879556
5253,0.997402154
5254,0.99441875
5255,0.988106824
5256,0.975077503
5257,0.949478655
5258,0.903690884
5259,0.833983342
5260,0.750176073
5261,0.674121364
5262,0.621552166
5263,0.592993001
5264,0.581460112
5265,0.580315907
5266,0.585373529
5267,0.594375053
5268,0.606176708
5269,0.620224954
5270,0.636302365
5271,0.65444007
5272,0.674918939
5273,0.698293645
5274,0.725342616
5275,0.756778785
5276,0.792551
5277,0.830886147
5278,0.867921795
5279,0.898832055
5280,0.919725589
5281,0.928373001
5282,0.923270238
5283,0.902313171
5284,0.862305471
5285,0.799849234
5286,0.713694865
5287,0.607642086
5288,0.491599426
5289,0.378742185
5290,0.280261501
5291,0.201871292
5292,0.144089367
5293,0.104772285
5294,0.081755899
5295,0.074806899
5296,0.087039428
5297,0.125680655
5298,0.200580466
5299,0.317408341
5300,0.466553269
5301,0.620694274
5302,0.751124689
5303,0.845233448
5304,0.906291243
5305,0.943636955
5306,0.965910496
5307,0.979139119
5308,0.987055479
5309,0.991856195
5310,0.994812249
5311,0.996659992
5312,0.997830769
5313,0.998581301
5314,0.999994824
5315,0.999988796
5316,0.999975748
5317,0.999947505
5318,0.999886383
5319,0.999754136
5320,0.999468158
5321,0.998850459
5322,0.997519471
5323,0.994666066
5324,0.988613735
5325,0.97605751
5326,0.951153986
5327,0.905870167
5328,0.835187361
5329,0.747597973
5330,0.66600807
5331,0.609014555
5332,0.578549686
5333,0.567194096
5334,0.56743007
5335,0.574438244
5336,0.585611897
5337,0.599628469
5338,0.615837226
5339,0.633955169
5340,0.653951305
5341,0.676029472
5342,0.700641882
5343,0.728447945
5344,0.760078504
5345,0.795546838
5346,0.833376069
5347,0.870111137
5348,0.901124491
5349,0.922375777
5350,0.931358322
5351,0.926394183
5352,0.905314215
5353,0.864856875
5354,0.801495674
5355,0.71385253
5356,0.605784284
5357,0.487584229
5358,0.373000419
5359,0.273624537
5360,0.195190276
5361,0.137953426
5362,0.099434678
5363,0.077183625
5364,0.070751603
5365,0.083101081
5366,0.121425874
5367,0.195839066
5368,0.312713626
5369,0.463145734
5370,0.619555705
5371,0.752084587
5372,0.847336953
5373,0.908637871
5374,0.945727107
5375,0.967575613
5376,0.980384949
5377,0.987953082
5378,0.992487717
5379,0.99524973
5380,0.996959915
5381,0.998034927
5382,0.998719582
5383,0.999995062
5384,0.999989311
5385,0.999976863
5386,0.999949919
5387,0.999891603
5388,0.999765422
5389,0.999492528
5390,0.998902933
5391,0.997631836
5392,0.994903924
5393,0.989105409
5394,0.977025
5395,0.952872514
5396,0.908327346
5397,0.837251857
5398,0.746720825
5399,0.660279995
5400,0.599232208
5401,0.567068476
5402,0.55603823
5403,0.557760144
5404,0.566778183
5405,0.580134597
5406,0.59632767
5407,0.614608696
5408,0.634627042
5409,0.656286449
5410,0.679710259
5411,0.705245472
5412,0.733430659
5413,0.764812223
5414,0.799466723
5415,0.836235016
5416,0.872152376
5417,0.902918588
5418,0.924416698
5419,0.933823213
5420,0.929198919
5421,0.908249278
5422,0.867627938
5423,0.803675631
5424,0.714864943
5425,0.605057491
5426,0.484868645
5427,0.368588298
5428,0.268226653
5429,0.189583336
5430,0.132698023
5431,0.094786999
5432,0.073128831
5433,0.067060207
5434,0.079376747
5435,0.117202465
5436,0.190861679
5437,0.307419195
5438,0.458794899
5439,0.617332308
5440,0.752055365
5441,0.848664444
5442,0.910424722
5443,0.947430247
5444,0.968978546
5445,0.981454825
5446,0.988733095
5447,0.993040784
5448,0.995634889
5449,0.997224944
5450,0.998215805
5451,0.998842326
5452,0.999995289
5453,0.999989803
5454,0.999977927
5455,0.999952221
5456,0.999896584
5457,0.999776194
5458,0.999515794
5459,0.998953074
5460,0.997739382
5461,0.995132352
5462,0.989580872
5463,0.977974095
5464,0.954610498
5465,0.910992963
5466,0.840046204
5467,0.747421242
5468,0.656933937
5469,0.592346487
5470,0.558783412
5471,0.548262442
5472,0.551575138
5473,0.562642098
5474,0.578162988
5475,0.596462646
5476,0.616697566
5477,0.638450941
5478,0.661562119
5479,0.686075461
5480,0.712235665
5481,0.740463553
5482,0.771219028
5483,0.804628931
5484,0.839841822
5485,0.874425828
5486,0.904527285
5487,0.926063829
5488,0.935900401
5489,0.93176247
5490,0.911160581
5491,0.870632765
5492,0.806377837
5493,0.716698861
5494,0.605411887
5495,0.483391523
5496,0.36543724
5497,0.26399601
5498,0.184980805
5499,0.128261176
5500,0.090779067
5501,0.069555657
5502,0.063713231
5503,0.075866858
5504,0.113037289
5505,0.18570834
5506,0.30161433
5507,0.453597908
5508,0.614107747
5509,0.751102725
5510,0.849267555
5511,0.911692209
5512,0.948777108
5513,0.970141875
5514,0.982364872
5515,0.989406794
5516,0.99352317
5517,0.995973037
5518,0.99745868
5519,0.998375835
5520,0.99895117
5521,0.999995506
5522,0.999990272
5523,0.999978942
5524,0.999954417
5525,0.999901337
5526,0.999786473
5527,0.999538005
5528,0.999000972
5529,0.997842257
5530,0.995351466
5531,0.99003955
5532,0.978900479
5533,0.95634909
5534,0.913807671
5535,0.843446202
5536,0.749555232
5537,0.655914672
5538,0.588434664
5539,0.55386396
5540,0.544071929
5541,0.549076709
5542,0.562206821
5543,0.579839175
5544,0.600137376
5545,0.622170524
5546,0.645460781
5547,0.66978809
5548,0.695124316
5549,0.721620555
5550,0.749588816
5551,0.779403985
5552,0.811225315
5553,0.844475436
5554,0.877254723
5555,0.906245863
5556,0.927534242
5557,0.937727407
5558,0.934166969
5559,0.914095212
5560,0.873891748
5561,0.809597375
5562,0.719325327
5563,0.606798837
5564,0.483090674
5565,0.363477305
5566,0.260860422
5567,0.181313867
5568,0.124582344
5569,0.087361927
5570,0.066428591
5571,0.060690149
5572,0.072568961
5573,0.10895226
5574,0.180432862
5575,0.295383161
5576,0.447649409
5577,0.609964217
5578,0.749289966
5579,0.849194625
5580,0.91247738
5581,0.949795528
5582,0.971085923
5583,0.983129549
5584,0.98998427
5585,0.993941822
5586,0.996268912
5587,0.997664335
5588,0.998517186
5589,0.999047575
5590,0.999995713
5591,0.999990719
5592,0.99997991
5593,0.999956513
5594,0.999905872
5595,0.999796282
5596,0.999559205
5597,0.999046716
5598,0.997940617
5599,0.995561448
5600,0.990481179
5601,0.979801093
5602,0.9580736
5603,0.916721858
5604,0.84733816
5605,0.752969672
5606,0.657127096
5607,0.587516064
5608,0.552414765
5609,0.543602172
5610,0.550390918
5611,0.565566874
5612,0.585215944
5613,0.607359622
5614,0.63099155
5615,0.655581855
5616,0.680860124
5617,0.706736819
5618,0.733283371
5619,0.760717531
5620,0.789335708
5621,0.819312394
5622,0.850296738
5623,0.880882234
5624,0.908334157
5625,0.929038378
5626,0.939444149
5627,0.936497971
5628,0.917105147
5629,0.877432767
5630,0.81333842
5631,0.72272371
5632,0.609175444
5633,0.483907117
5634,0.362640603
5635,0.258749836
5636,0.178516256
5637,0.121603594
5638,0.084488726
5639,0.063713213
5640,0.057970104
5641,0.069478404
5642,0.104964846
5643,0.175082775
5644,0.28880376
5645,0.441040214
5646,0.60498142
5647,0.746677494
5648,0.848490584
5649,0.912814003
5650,0.950510611
5651,0.971828917
5652,0.983761788
5653,0.990474537
5654,0.994302945
5655,0.996526745
5656,0.997844777
5657,0.998641793
5658,0.999132842
5659,0.99999591
5660,0.999991146
5661,0.999980834
5662,0.999958512
5663,0.999910199
5664,0.999805642
5665,0.99957944
5666,0.999090395
5667,0.998034626
5668,0.995762522
5669,0.990905731
5670,0.980673865
5671,0.959772796
5672,0.919694827
5673,0.85162104
5674,0.757511194
5675,0.66044745
5676,0.589558282
5677,0.554475032
5678,0.546912931
5679,0.5555588
5680,0.57272331
5681,0.594245305
5682,0.618030465
5683,0.643013607
5684,0.668625681
5685,0.694558685
5686,0.720676617
5687,0.746989192
5688,0.773638802
5689,0.80085483
5690,0.828814022
5691,0.857340104
5692,0.885452499
5693,0.910996663
5694,0.930768102
5695,0.941188283
5696,0.938842648
5697,0.920246458
5698,0.881291723
5699,0.817616502
5700,0.726885449
5701,0.612508952
5702,0.485789152
5703,0.362864459
5704,0.257598501
5705,0.176525635
5706,0.119270482
5707,0.082115342
5708,0.061376745
5709,0.055532461
5710,0.066588929
5711,0.101088595
5712,0.169699491
5713,0.281947618
5714,0.433856349
5715,0.599235814
5716,0.743322499
5717,0.847196936
5718,0.912732701
5719,0.950944908
5720,0.972387161
5721,0.984273137
5722,0.990885635
5723,0.994612066
5724,0.996750306
5725,0.998002561
5726,0.998751383
5727,0.999208134
5728,0.999996098
5729,0.999991553
5730,0.999981715
5731,0.99996042
5732,0.999914327
5733,0.999814573
5734,0.999598751
5735,0.999132097
5736,0.998124449
5737,0.995954949
5738,0.991313355
5739,0.981517503
5740,0.961438277
5741,0.922693757
5742,0.856207142
5743,0.763032451
5744,0.665732682
5745,0.594482476
5746,0.560016999
5747,0.553981382
5748,0.564526675
5749,0.583573444
5750,0.606769452
5751,0.631937932
5752,0.657976089
5753,0.684292061
5754,0.710556032
5755,0.736603084
5756,0.762401438
5757,0.788039347
5758,0.813694079
5759,0.839537138
5760,0.865518107
5761,0.891000586
5762,0.914364159
5763,0.932881741
5764,0.943087642
5765,0.941286226
5766,0.923577206
5767,0.885511948
5768,0.822460018
5769,0.731817447
5770,0.616781017
5771,0.488696366
5772,0.364094441
5773,0.257346924
5774,0.17528475
5775,0.117532719
5776,0.080200813
5777,0.059388417
5778,0.053357226
5779,0.063893166
5780,0.097333672
5781,0.164318632
5782,0.274879447
5783,0.426178424
5784,0.592800101
5785,0.739278779
5786,0.845351816
5787,0.912261104
5788,0.951118585
5789,0.972775185
5790,0.984673875
5791,0.991224722
5792,0.99487411
5793,0.996942954
5794,0.998139965
5795,0.998847492
5796,0.999274485
5797,0.999996277
5798,0.999991941
5799,0.999982556
5800,0.99996224
5801,0.999918265
5802,0.999823095
5803,0.999617179
5804,0.999171907
5805,0.99821025
5806,0.996139007
5807,0.99170433
5808,0.982331317
5809,0.963063932
5810,0.925692602
5811,0.861021794
5812,0.76939602
5813,0.672827553
5814,0.602167235
5815,0.568943616
5816,0.564695338
5817,0.577137961
5818,0.597903851
5819,0.622516849
5820,0.648757497
5821,0.675510533
5822,0.702180344
5823,0.728432908
5824,0.754092947
5825,0.779107637
5826,0.803532301
5827,0.827508296
5828,0.851199381
5829,0.874640199
5830,0.897455295
5831,0.918481668
5832,0.935488558
5833,0.945249975
5834,0.943906239
5835,0.927153488
5836,0.890141974
5837,0.827910557
5838,0.737544889
5839,0.621991871
5840,0.492603677
5841,0.366287389
5842,0.257943739
5843,0.174742424
5844,0.116344673
5845,0.078707633
5846,0.057719719
5847,0.051425341
5848,0.061383046
5849,0.093707362
5850,0.158970463
5851,0.26765722
5852,0.418081278
5853,0.585742919
5854,0.734596688
5855,0.842990096
5856,0.911424019
5857,0.9510496
5858,0.973005898
5859,0.984973135
5860,0.99149816
5861,0.995093456
5862,0.997107678
5863,0.998259017
5864,0.998931491
5865,0.99933282
5866,0.999996449
5867,0.999992312
5868,0.999983358
5869,0.999963976
5870,0.999922023
5871,0.999831225
5872,0.999634765
5873,0.999209905
5874,0.998292194
5875,0.996314989
5876,0.992079033
5877,0.983115079
5878,0.964645475
5879,0.928671033
5880,0.866002412
5881,0.776476368
5882,0.681569456
5883,0.612451024
5884,0.581086129
5885,0.578848185
5886,0.593128814
5887,0.615389315
5888,0.641106085
5889,0.66806164
5890,0.695156046
5891,0.721810361
5892,0.747704256
5893,0.772669846
5894,0.796651935
5895,0.819691909
5896,0.841910489
5897,0.863464592
5898,0.884442803
5899,0.904655787
5900,0.92330708
5901,0.938636517
5902,0.947751355
5903,0.946764702
5904,0.931023297
5905,0.895231008
5906,0.834021428
5907,0.744113145
5908,0.628164309
5909,0.497505541
5910,0.369414589
5911,0.259347604
5912,0.174854514
5913,0.115665793
5914,0.077601938
5915,0.056344544
5916,0.049718893
5917,0.059050129
5918,0.090214543
5919,0.153680384
5920,0.260332391
5921,0.409633854
5922,0.578128686
5923,0.729323161
5924,0.840143539
5925,0.910243616
5926,0.95075387
5927,0.973090725
5928,0.985179003
5929,0.991711591
5930,0.995273995
5931,0.997247135
5932,0.998361522
5933,0.999004599
5934,0.999383959
5935,0.999996612
5936,0.999992666
5937,0.999984123
5938,0.999965632
5939,0.999925608
5940,0.999838983
5941,0.999651545
5942,0.999246172
5943,0.99837044
5944,0.996483195
5945,0.992437905
5946,0.983868913
5947,0.966180073
5948,0.931613464
5949,0.871097227
5950,0.78416036
5951,0.691791235
5952,0.625133663
5953,0.596202812
5954,0.596137568
5955,0.612130041
5956,0.635600006
5957,0.662059167
5958,0.689339217
5959,0.716384091
5960,0.742651544
5961,0.767851391
5962,0.791838397
5963,0.814570198
5964,0.836089398
5965,0.856508653
5966,0.875980484
5967,0.894625429
5968,0.912379319
5969,0.928722291
5970,0.942307473
5971,0.950625946
5972,0.949899165
5973,0.935218319
5974,0.900821564
5975,0.840853528
5976,0.751588135
5977,0.635347303
5978,0.503420401
5979,0.373465279
5980,0.26152929
5981,0.175584908
5982,0.115460997
5983,0.07685365
5984,0.055239276
5985,0.048221255
5986,0.05688587
5987,0.086858111
5988,0.148469435
5989,0.252950242
5990,0.40089923
5991,0.570017577
5992,0.723501825
5993,0.836840977
5994,0.908739611
5995,0.950245437
5996,0.973039733
5997,0.985298622
5998,0.991870007
5999,0.995419174
6000,0.997363686
6001,0.998449083
6002,0.999067902
6003,0.999428636
6004,0.999996768
6005,0.999993003
6006,0.999984853
6007,0.999967212
6008,0.999929028
6009,0.999846385
6010,0.999667557
6011,0.999280784
6012,0.998445146
6013,0.996643927
6014,0.992781435
6015,0.984593205
6016,0.967666025
6017,0.934508192
6018,0.876263872
6019,0.792346721
6020,0.703322461
6021,0.639977561
6022,0.613980318
6023,0.616169825
6024,0.633677138
6025,0.658018087
6026,0.684824411
6027,0.712023588
6028,0.73863037
6029,0.764156931
6030,0.788356622
6031,0.811118266
6032,0.832423034
6033,0.852325178
6034,0.870938181
6035,0.888412593
6036,0.904886245
6037,0.92037436
6038,0.934555098
6039,0.946422399
6040,0.953860441
6041,0.953314685
6042,0.939744635
6043,0.906939119
6044,0.848467586
6045,0.760054196
6046,0.643618807
6047,0.510395369
6048,0.378450643
6049,0.264474111
6050,0.176906677
6051,0.115701108
6052,0.076436595
6053,0.054382829
6054,0.046917167
6055,0.054881822
6056,0.083639353
6057,0.143354809
6058,0.245550309
6059,0.391934785
6060,0.561465602
6061,0.717173147
6062,0.833108512
6063,0.906929455
6064,0.949536618
6065,0.972861757
6066,0.985338274
6067,0.991977815
6068,0.995532044
6069,0.997459421
6070,0.998523124
6071,0.999122365
6072,0.9994675
6073,0.999996916
6074,0.999993325
6075,0.99998555
6076,0.99996872
6077,0.999932291
6078,0.999853446
6079,0.999682834
6080,0.999313815
6081,0.998516465
6082,0.996797483
6083,0.993110143
6084,0.985288537
6085,0.969102517
6086,0.937346664
6087,0.88146797
6088,0.800944846
6089,0.715989693
6090,0.656709633
6091,0.634039045
6092,0.638471534
6093,0.657229156
6094,0.682063286
6095,0.708807161
6096,0.735526539
6097,0.761329941
6098,0.785797666
6099,0.808735738
6100,0.830073866
6101,0.849822627
6102,0.868053577
6103,0.884886055
6104,0.90047011
6105,0.914951398
6106,0.928392397
6107,0.940606887
6108,0.950856306
6109,0.95739586
6110,0.956979397
6111,0.944574371
6112,0.913579565
6113,0.856912034
6114,0.769608158
6115,0.653086933
6116,0.518511003
6117,0.384408442
6118,0.268184881
6119,0.178803516
6120,0.116363401
6121,0.076328658
6122,0.053756681
6123,0.045792795
6124,0.053029798
6125,0.080558274
6126,0.138350336
6127,0.238166851
6128,0.382792452
6129,0.552524741
6130,0.71037463
6131,0.828969721
6132,0.904828514
6133,0.948638153
6134,0.972564506
6135,0.985303467
6136,0.992038894
6137,0.995615301
6138,0.997536195
6139,0.998584911
6140,0.999168845
6141,0.999501132
6142,0.999997058
6143,0.999993632
6144,0.999986214
6145,0.999970158
6146,0.999935404
6147,0.999860184
6148,0.999697411
6149,0.999345336
6150,0.998584544
6151,0.996944161
6152,0.993424563
6153,0.985955635
6154,0.970489421
6155,0.940122853
6156,0.886681789
6157,0.80987324
6158,0.729616267
6159,0.675024739
6160,0.655943463
6161,0.662508485
6162,0.682195447
6163,0.707125131
6164,0.733404891
6165,0.759273763
6166,0.783950993
6167,0.807093525
6168,0.828564373
6169,0.848336334
6170,0.866450799
6171,0.882998104
6172,0.898105096
6173,0.911921499
6174,0.924594693
6175,0.93621303
6176,0.946679903
6177,0.955459397
6178,0.961137288
6179,0.960826062
6180,0.949641174
6181,0.920696574
6182,0.866206395
6183,0.780348088
6184,0.663888222
6185,0.527885713
6186,0.391408365
6187,0.272685577
6188,0.181271589
6189,0.117432333
6190,0.076511997
6191,0.053344918
6192,0.044835765
6193,0.051321994
6194,0.077613883
6195,0.133466942
6196,0.230829335
6197,0.373519023
6198,0.543243142
6199,0.70314102
6200,0.824445873
6201,0.902450251
6202,0.947559343
6203,0.972154665
6204,0.985199003
6205,0.992056645
6206,0.995671318
6207,0.997595645
6208,0.998635562
6209,0.999208103
6210,0.999530046
6211,0.999997193
6212,0.999993924
6213,0.999986848
6214,0.99997153
6215,0.999938374
6216,0.999866612
6217,0.99971132
6218,0.999375415
6219,0.998649527
6220,0.997084248
6221,0.993725239
6222,0.98659532
6223,0.971827129
6224,0.942832741
6225,0.891883021
6226,0.819057818
6227,0.744022123
6228,0.694591308
6229,0.679217534
6230,0.68771095
6231,0.707967742
6232,0.732598127
6233,0.758042251
6234,0.782737338
6235,0.806023078
6236,0.827635973
6237,0.847495667
6238,0.86561619
6239,0.882067561
6240,0.896957209
6241,0.910418591
6242,0.922600166
6243,0.933646967
6244,0.943659559
6245,0.952598901
6246,0.960079247
6247,0.964969492
6248,0.964760436
6249,0.954842286
6250,0.928192488
6251,0.876321672
6252,0.792355357
6253,0.67618112
6254,0.538678956
6255,0.399558047
6256,0.278025906
6257,0.184321957
6258,0.118900555
6259,0.076973372
6260,0.053134309
6261,0.044035196
6262,0.049751088
6263,0.074804431
